id,page_content,parent,topic
2c78a7278a26543fa04651be06a74cb3,کلیه افراد تحت پوشش بیمه آسیا می  توانند با استفاده از این بیمه  نامه از   پوشش خرید لنز طبی و عینک بهره  مند شوند. نکته    ای که باید به آن توجه داشته باشید این است که بیمه تکمیلی آسیا تنها به صورت گروهی ارائه می  شود و بیمه درمان تکمیلی انفرادی ندارد. این شرکت اغلب به گروه  های زیر 200 نفر خدمات خرید عینک را ارائه نمی  کند.,شرایط دریافت هزینه عینک در شرکت‌های بیمه به چه صورت است؟,دریافت هزینه عینک از بیمه تکمیلی
e7aff97f0eee3e2c2a296e50de53df30,بیمه تکمیلی آتیه سازان حافظ برای بازنشستگان تامین اجتماعی قابل استفاده است. این بیمه مبلغ 150 هزار تومان را برای خرید عینک به افراد تحت پوشش پرداخت می  کند.,شرایط دریافت هزینه عینک در شرکت‌های بیمه به چه صورت است؟,دریافت هزینه عینک از بیمه تکمیلی
937ec547e9b384ca1e53d23f508c4ad8,این بیمه نیز به صورت گروهی ارائه می  شود و سقف تعهدات آن بسته به توافق میان شرکت بیمه و شرکت خواستار خدمت متفاوت است. در صورت خرید لنز یا عینک طبی، با ارائه فاکتور خرید و دستور پزشک معالج به شرکت بیمه، می  توانید برای دریافت هزینه عینک اقدام کنید.,شرایط دریافت هزینه عینک در شرکت‌های بیمه به چه صورت است؟,دریافت هزینه عینک از بیمه تکمیلی
e1b9c9349ee7f5d32715eea96960f826,پوشش عینک و لنز طبی یکی از خدمات پرطرفدار بیمه تکمیلی دانا است. بیمه تکمیلی دانا برای گروه  های کاری بالای 50 نفر صادر می  شود. فرانشیز خرید عینک بیمه دانا برای گروه  های 50 نفر   30 درصد و برای گروه  های صد نفره 10 درصد تعیین شده است.,شرایط دریافت هزینه عینک در شرکت‌های بیمه به چه صورت است؟,دریافت هزینه عینک از بیمه تکمیلی
9151a5e4b50b14a24ded96ac0cba6b1d,سازمان تامین اجتماعی امکانی را فراهم آورده است تا افراد تحت پوشش بتوانند بدون مراجعه حضوری، هزینه خرید عینک را از شرکت بیمه دریافت نمایند. برای ثبت نام هزینه عینک در سایت تامین اجتماعی کافی  ست مراحل زیر را دنبال کنید  - ابتدا به سایت es.tami .ir مراجعه کرده و وارد قیمت بیمه  شدگان شوید.       پس از ورود به قسمت بیمه  شدگان، درخواست پروتز اروتز را انتخاب   کنید.       در مرحله بعد نام و گذرواژه خود را وارد کنید تا وارد پرتال تامین اجتماعی خود شوید.        پس از انتخاب شعبه پرداخت، نسخه پزشک و فاکتور را آپلود کنید.,ثبت نام هزینه عینک تامین اجتماعی,دریافت هزینه عینک از بیمه تکمیلی
8168aa16f829c118b17a64096f601cec,بیمه تکمیلی به  طور چشم  گیری هزینه  های مربوط به درمان را کاهش می  دهد. این بیمه از طرف شرکت  های مختلف با پوشش  های متنوعی ارائه می  شود.   اگر برای کاهش هزینه  های خود قصد خرید عینک با بیمه تکمیلی را دارید، می  توانید با مراجعه به سایت بیمه بازار و مقایسه قیمت شرکت  های مختلف، بهترین بیمه تکمیلی را انتخاب و به صورت آنلاین خریداری کنید. کارشناسان بیمه بازار در کلیه مراحل خرید بیمه در کنار شما خواهند بود.,خرید بیمه تکمیلی از بیمه بازار,دریافت هزینه عینک از بیمه تکمیلی
872b52d463f0764611e3421971e12530,آیا بیمه تکمیلی SOS نیز هزینه خرید عینک را پرداخت می کند؟ - افراد تحت پوشش بیمه تکمیلی SOS می  توانند از پوشش خرید عینک و لنز طبی استفاده کنند. - شرایط دریافت هزینه عینک بیمه تکمیلی بازنشستگان   به چه صورت است؟ - به طور معمول بازنشستگان تحت پوشش بیمه تکمیلی آتیه سازان حافظ قرار می  گیرند. این افراد می  توانند با به همراه داشتن اصل فاکتور و گواهی پزشک برای دریافت هزینه عینک از بیمه به شعب بیمه آتیه سازان حافظ مراجعه نمایند. - آیا بیمه تکمیلی هزینه خرید عینک آفتابی را پرداخت می  کند؟ - خیر. بیمه تکمیلی هیچ هزینه  ای بابت خرید عینک آفتابی پرداخت نمی  کند.,سوالات متداول,دریافت هزینه عینک از بیمه تکمیلی
b73b984dc627199bf8919c5e98b6cc78,بیمه شخص ثالث یکی از انواع بیمه  نامه ماشین است که در حوادث رانندگی خسارت جانی و مالی وارد شده به سرنشینان آسیب  دیده غیرمقصر را پرداخت می  کند. همان  طور که در ابتدا نیز اشاره کردیم خرید این بیمه  نامه برای کلیه رانندگان اجباری است.,بیمه شخص ثالث چیست؟,راه‌ حل پرداخت کمترین هزینه برای بیمه ثالث خودرو چیست؟
810fe3fba99b00d923fe0f21a0ae2c14,پوشش  های بیمه شخص ثالث به دو دسته پوشش  های جانی و مالی تقسیم  بندی می  شوند  - در صورتی که تصادف منجر به جراحت، نقص عضو یا فوت شود بیمه شخص ثالث هزینه خسارت جانی وارد شده به شخص ثالث آسیب  دیده را پرداخت خواهد کرد. بیمه شخص ثالث برای جبران خسارت افراد مقصر نیز پوششی به نام پوشش حوادث در نظر گرفته است. - این پوشش برای جبران خسارت به اموال شخص ثالث در حادثه مورد استفاده قرار می  گیرد.,پوشش‌های بیمه شخص ثالث,راه‌ حل پرداخت کمترین هزینه برای بیمه ثالث خودرو چیست؟
e735a662bb67cc838e0c9d8040d6e266,در صورتی که تصادف منجر به جراحت، نقص عضو یا فوت شود بیمه شخص ثالث هزینه خسارت جانی وارد شده به شخص ثالث آسیب  دیده را پرداخت خواهد کرد. بیمه شخص ثالث برای جبران خسارت افراد مقصر نیز پوششی به نام پوشش حوادث در نظر گرفته است.,پوشش‌های بیمه شخص ثالث,راه‌ حل پرداخت کمترین هزینه برای بیمه ثالث خودرو چیست؟
46a54aed3fd9852b09f4b7037ffe1d1e,این پوشش برای جبران خسارت به اموال شخص ثالث در حادثه مورد استفاده قرار می  گیرد.,پوشش‌های بیمه شخص ثالث,راه‌ حل پرداخت کمترین هزینه برای بیمه ثالث خودرو چیست؟
fba59e89076d9060eabf6b6ec6bbee24,قیمت بیمه شخص ثالث در تمام شرکت  ها یکسان است اما دانستن برخی موارد به شما کمک می  کند تا کمترین هزینه برای بیمه ثالث خودرو خود را پرداخت کنید  - درصورتی که از بیمه شخص ثالث خودروی خود در تصادفات جانی و مالی استفاده کرده باشید، میزان تخفیف بیمه شخص ثالث شما به ازای هربار استفاده کاهش پیدا خواهد کرد. در صورتی که تا تمدید بیمه  نامه خود به مشکل بر نخورید می  توانید از تخفیف عدم خسارت بیمه خود استفاده کنید. - نمره منفی گواهینامه باعث افزایش مبلغ بیمه شخص ثالث و کاهش تخفیف  های آن می  شود. - بیمه شخص ثالث 1 ماهه، 3 ماهه، 6 ماهه و یکساله صادر می  شود. بیمه  های کوتاه  مدت معمولا گران u200e  تر هستند. به طور مثال تمدید دو بیمه سه ماهه در یکسال گران  تر از یک بیمه یکساله تمام می  شود. به همین دلیل بیمه شخص ثالث کوتاه  مدت به افرادی توصیه می  شود که قصد فروش وسیله نقلیه خود را دارند و برای پرداخت کمترین هزینه برای بیمه ثالث توصیه می  شود بیمه شخص ثالث بلند  مدت خریداری نمایید.,چگونه کمترین هزینه برای بیمه ثالث خودرو را پرداخت کنیم؟,راه‌ حل پرداخت کمترین هزینه برای بیمه ثالث خودرو چیست؟
822939dcccc1ffe3b6844a8f7ca43d94,درصورتی که از بیمه شخص ثالث خودروی خود در تصادفات جانی و مالی استفاده کرده باشید، میزان تخفیف بیمه شخص ثالث شما به ازای هربار استفاده کاهش پیدا خواهد کرد. در صورتی که تا تمدید بیمه  نامه خود به مشکل بر نخورید می  توانید از تخفیف عدم خسارت بیمه خود استفاده کنید.,چگونه کمترین هزینه برای بیمه ثالث خودرو را پرداخت کنیم؟,راه‌ حل پرداخت کمترین هزینه برای بیمه ثالث خودرو چیست؟
238ea837250ae1dfddb659eb9fb60097,نمره منفی گواهینامه باعث افزایش مبلغ بیمه شخص ثالث و کاهش تخفیف  های آن می  شود.,چگونه کمترین هزینه برای بیمه ثالث خودرو را پرداخت کنیم؟,راه‌ حل پرداخت کمترین هزینه برای بیمه ثالث خودرو چیست؟
94c5d9ec1a16e37a8088f708c8e41381,بیمه شخص ثالث 1 ماهه، 3 ماهه، 6 ماهه و یکساله صادر می  شود. بیمه  های کوتاه  مدت معمولا گران u200e  تر هستند. به طور مثال تمدید دو بیمه سه ماهه در یکسال گران  تر از یک بیمه یکساله تمام می  شود. به همین دلیل بیمه شخص ثالث کوتاه  مدت به افرادی توصیه می  شود که قصد فروش وسیله نقلیه خود را دارند و برای پرداخت کمترین هزینه برای بیمه ثالث توصیه می  شود بیمه شخص ثالث بلند  مدت خریداری نمایید.,چگونه کمترین هزینه برای بیمه ثالث خودرو را پرداخت کنیم؟,راه‌ حل پرداخت کمترین هزینه برای بیمه ثالث خودرو چیست؟
147dd720279b9fa193b01dba6b344477,بیمه شخص ثالث یکی از بیمه  نامه  هالی اجباری برای رانندگان وسایل نقلیه زمینی است. در این مقاله به بررسی روش صرقه  جویی در پرداخت هزینه  های بیمه شخص ثالث پرداختیم. شما می  توانید با مراجعه به سامانه بیمه بازار برای خرید آنلاین بیمه شخص ثالث اقدام نمایید. همچنین می  توانید   تجربیات و نظرات خود را در رابطه با پرداخت هزینه  های بیمه شخص ثالث در بخش نظرات با ما درمیان بگذارید.,جمع‌بندی,راه‌ حل پرداخت کمترین هزینه برای بیمه ثالث خودرو چیست؟
f2eb180546c434e76f7d3fef7b50669b,بیمه سربازی در اصل همان بیمه حوادث سربازان است. جبران هرگونه خسارتی که بر اساس حادثه  ای حین ۲۴ ماه (دو سال) خدمت اتفاق بیافتد؛ بر عهده بیمه سربازی است. شرایط استفاده از این بیمه منوط به مراجعه به یکی از   مراکز درمانی طرف قرارداد با نیروهای مسلح یا بیمارستان  های ارتش است. - دفترچه بیمه سربازان چه مواردی را پوشش می  دهد  - جبران هزینه  های پزشکی  اگر در دوران سربازی و حین انجام وظیفه اتفاقی برای فرد سرباز بیافتد؛ هزینه خدمات درمانی و امکانات پزشکی به واسطه این بیمه پرداخت خواهد شد. - نقص عضو و از کارافتادگی (دائم یا موقت)  در طول ۲۴ ماه امکان وقوع هر اتفاقی هست. این بیمه هزینه  های نقص عضو و از کارافتادگی سربازها را نیز پوشش می  دهد. - هر سرباز به ازای هر یک سالی که در دوران سربازی گذرانده  باشد می  تواند یک سال به سابقه بیمه تامین   اجتماعی  اش اضافه کند. این مورد حتی برای آنهایی که برای دریافت بیمه بیکاری اقدام کرده  اند یا به عنوان مستمری  بگیر تامین   اجتماعی شناخته می  شوند هم صدق می  کند. در صورت انجام چنین کاری، این افراد، دو سال به بازنشستگی و استفاده از مزایای آن نزدیک  تر می  شوند. با قراردادن چنین قانونی، آنهایی که مشغول گذراندن دوران خدمت هستند به این فکر نمی  کنند که دو سال از زندگی  شان هدر رفته و دیگر نمی  توانند از این دو سال به عنوان عمر مفید زندگی  شان یاد کنند.,بیمه سربازی و درمان,خرید بیمه سربازی و روش تبدیل به سابقه کار
9b27250a884a80567f3294c95554540d,تبدیل شدن بیمه سربازی به سابقه کار به چند شرط نیاز دارد. بعد از مهیا کردن این شروط می  توان برای خرید سابقه بیمه سربازی اقدام کرد  - １-   داشتن کارت پایان خدمت برای این فرآیند ضروری و لازم است. کارت پایان خدمت افراد زیر ۵۰ سال باید به صورت الکترونیکی باشد. - ２-   فرد باید دو سال سابقه پرداخت حق بیمه داشته  باشد. در صورت نداشتن این سابقه امکان اضافه کردن دو سال بیمه سربازی به سابقه امکان  پذیر نخواهد بود. - ３-   مرحله بعدی، محاسبه آنلاین خرید بیمه سربازی، پرداخت هزینه به صورت نقدی یا قسطی از طریق سایت است. - همچنین بخوانید  دریافت فیش بیمه تامین اجتماعی با کد ملی - نکته  فرد می  تواند بلافاصله بعد از تمام شدن دوره سربازی درخواستش را ارائه کند. همچنین نیازی نیست که او در زمان ارسال درخواست تحت بیمه تامین اجتماعی یا به عبارتی بیمه  پرداز این سازمان باشد. ۲ سال سابقه برای انجام این کار کافی است.,شرایط خرید سابقه بیمه سربازی,خرید بیمه سربازی و روش تبدیل به سابقه کار
4576fb1803b5ca030432a9a387863cb8,به طور کلی، ۷ درصد از نرخ بیمه را فرد باید پرداخت کند و ۲۳ درصد باقی مانده از سوی دولت واریز می  شود. بر همین اساس، از حقوق دو سال آخر فرد متقاضی پیش از ثبت تقاضا میانگین گرفته می  شود. نتیجه به دست آمده را در مدت زمان خدمت ضرب می  کنند. عدد به دست آمده مبلغی است که فرد باید برای تبدیل بیمه سربازی به سابقه بپردازد. - میزان حق بیمه =(نرخ) ۷% × مدت زمان خدمت × میانگین حقوق دو سال آخر کاری,هزینه خرید بیمه سربازی چگونه محاسبه می‌شود؟,خرید بیمه سربازی و روش تبدیل به سابقه کار
208364490c5d25f919c91ab7decf879e,برای ثبت این درخواست باید به آدرس eservicesmi.tami .ir مراجعه کنید. این سایت علاوه بر کارهای غیر حضوری تامین اجتماعی مانند دریافت فیش تامین اجتماعی، سایت خرید بیمه سربازی  نیز محسوب می  شود. در اولین قدم باید کار ثبت نام در سایت را انجام دهید و نام کاربری و رمز ورود را حتما به خاطر بسپارید. این آدرس متعلق به انجام   امور مرتبط به سازمان تامین اجتماعی به صورت غیر حضوری است.   پس از ورود به سایت این صفحه را مشاهده خواهید کرد  - در صورتی که نام کاربری و رمز ورود نداشته باشید؛ باید روی گزینه ثبت  نام کلیک کنید. در غیر این صورت با انتخاب گزینه ورود به سامانه می  توانید به راحتی وارد سیستم شوید. با وارد کردن موارد خواسته شده به پنل کاربری مربوط به خودتان وارد خواهید شد. در این قسمت باید از طریق آیکون بیمه  شدگان که بالای صفحه   است؛ به گزینه امور بیمه  شدگان بروید و بعد از آن گزینه محاسبه خدمت سربازی را انتخاب کنید تا به صفحه مشاهده سوابق بیمه خدمت سربازی برسید. - پس از ورود به این بخش، تمامی اطلاعات مرتبط با شما درباره دوران خدمت سربازی را مشاهده خواهید کرد که از سوی ناجا در سایت تامین  اجتماعی بارگذاری شده  است. با توجه به این اطلاعات می  توانید هزینه خرید بیمه سربازی را حساب کنید. - اگر کلا در این سیستم حساب کاری نداشته باشید یا کار از طریق آن برای شما مشکل باشد؛ می  توانید با تهیه مدارک لازم برای خرید بیمه سربازی مثل اصل کارت پایان خدمت، کپی شناسنامه، اصل و کپی کارت ملی به شعبه  های مورد نظر سازمان تامین اجتماعی مراجعه کنید. بعد از پر کردن فرم  ها و ارائه مدارک لازم این کار با صرف کمی زمان بیشتر انجام خواهد شد. - اگر کارت پایان خدمت مفقود شده یا در دسترس نباشد؛ می  توانید از اصل گواهی انجام خدمت سربازی که از تاریخ شروع و پایان خدمت در آن ذکر شده استفاده کنید.,ثبت درخواست خرید بیمه سربازی در سال ۱۴۰۱,خرید بیمه سربازی و روش تبدیل به سابقه کار
7d2419534d3f19944a76f1855f3d21ab,بر اساس قانون، آنهایی که قبل از سال ۱۳۸۳ دوره خدمت  شان را گذرانده  اند، در صورتی که قبل از آن شغلی داشته که برایش بیمه رد شده  باشد؛ دیگر نیازی به پرداخت هزینه ندارند. دوره سربازی این افراد در ادامه سال  های شغلی  شان در نظر گرفته می  شود و ارائه و پر کردن فرم درخواست تنها کاری است که باید انجام بدهند. - ترجیح برخی این است که درخواست  شان را نزدیک به موعد بازنشستگی ارائه کنند تا زودتر این دوران را شروع کنند. با توجه به اینکه قوانین مرتبط با سازمان تامین اجتماعی دائما در حال تغییر است منطقی و عاقلانه این است که خیلی زودتر برای انجام آن اقدام کنید. اما شرایط برای افرادی که بعد از سال ۸۳ دوره خدمات سربازی را گذرانده  اند فرق دارد و مشمول قانون جدید بیمه سربازی می  شود. آنها باید هزینه خرید را بپردازند و برای این افراد هزینه بر اساس همان فرمول ۷ درصدی حساب می  شود.,قانون جدید خرید بیمه خدمت سربازی,خرید بیمه سربازی و روش تبدیل به سابقه کار
f3896b856bb465acd5b65bd543e124d9,هفت خان رستم اضافه شدن این بیمه به سابقه کاری زمانی به آخر می  رسد که تمامی هزینه  هایش پرداخت شود. با مشخص شدن هزینه، آنهایی که می  خواهند سابقه بیمه را به صورت نقدی بخرند تنها یک ماه برای واریز پول فرصت دارند. - از طرفی دیگر، ممکن است فردی در ابتدا میزان پول لازم برای خرید نقدی را نداشته باشد. برای چنین افرادی امکان خرید قسطی فراهم شده  است. - به همین خاطر سازمان تامین اجتماعی برای دسترسی تمامی متقاضی  ها به این فرصت اقساط دوازده   ماهه  ای را در نظر گرفته  است. بهتر این است که تمامی اقساط سر موعد مقرر پرداخت شوند. در غیر این صورت، با عقب افتادن اقساط، روند محاسبه و قسط  بندی باید از اول انجام شود.,خرید قسطی سابقه بیمه سربازی,خرید بیمه سربازی و روش تبدیل به سابقه کار
ef64b29d06d7328fcc14b02f038248b9,طبق این گزارش آماری سه شرکت برتر بیمه ایران، بیمه دانا و بیمه آسیا معرفی شده  اند. در رتبه  بندی  های بعدی به ترتیب بیمه دی، پاسارگاد، کوثر، البرز و پارسیان، سینا و معلم قرار گرفته  اند. سهم هر شرکت بیمه به شرح جدول زیر است  - بیمه ایران    %25.9                                               بیمه دانا  %13                                               بیمه آسیا  %10.6                                                  بیمه دی      %6.9                                    بیمه پاسارگاد و کوثر  %5.2                                             بیمه البرز  5.1 %                                          بیمه پارسیان  %3.8                                            بیمه سینا  3.1 %                                            بیمه معلم  %3 - این شرکت  ها در مجموع   6/81 درصد از سهم بازار را به خود اختصاص داده  اند. و 18.4 درصد از سهم بازار به شرکت  های بیمه دیگر تعلق می  گیرد.   طبق گزارش دفتر برنامه  ریزی طرح و توسعه بیمه مرکزی خسارت بازار بیمه نسبت به 9 ماهه سال قبل 0.6 درصد کاهش داشته است و به 50.6 درصد رسیده است. خسارت رشته بیمه  های اتومبیل، درمان، حوادث راننده وشخص ثالث به ترتیب 72.1، 65.8، 54 و 51.9 و نسبت خسارت شرکت  های زندگی باران، سرمد، میهن، ملت، پارسیان و امید بلاتر از سطح بازار بیمه (50.6)درصد است. - بر اساس گزارش ارائه شده از معاونت طرح و توسعه بیمه مرکزی سهم بخش خصوصی از حق بیمه تولیدی و خسارت پرداختی در این صنعت 74.1 و 72.2 درصد است. همچنین سهم سه رشته بیمه درمان، شخص ثالث و عمر به شرح جدول زیر هستند  - بیمه درمان    30.1        بیمه شخص ثالث  29.7        بیمه زندگی    14.2,بررسی سهم فروش شرکت‌ها در گزارش آماری صنعت بیمه,گزارش آماری صنعت بیمه در نه ماهه اول سال 1401
3739467ad9e5cf8e125150ae48bae5e2,طبق گزارش آماری صنعت بیمه در سال 1401 52.5 میلیون بیمه  نامه صادر شده است و 55.4 میلیون فقره خسارت پرداخت شده است که نسبت به سال قبل 4.4 و 38.4 درصد رشد داشته است. بیمه  نامه  های شخص ثالث و حوادث راننده 35 درصد از سهم کل بیمه  نامه  های صادر شده را به خود اختصاص داده  اند.,افزایش تعداد بیمه‌نامه‌های صادر شده,گزارش آماری صنعت بیمه در نه ماهه اول سال 1401
3ac11cc05c81e87f4d79622e01d617e4,تغییرات نسبت به سال قبل  مقدار  عنوان      58.4 درصد رشد  126.9 هزار میلیارد تومان  حق بیمه تولیدی      4.2   درصد رشد  52.5 میلیون فقره  تعداد بیمه  نامه  های صادر شده      56.7 درصد رشد  64.2 هزار میلیارد تومان  خسارت پرداختی      38.4   درصد رشد  55.4 میلیون فقره  تعداد موارد خسارت پرداختی      0.6   واحد کاهش  50.6 درصد  نسبت خسارت      30.1 درصد درمان  29.7   دردصد شخص ثالث و مازاد  سهم رشته  های عمده در پتفوی حق بیمه      14.2 درصد زندگی,چکیده گزارش آماری  صنعت بیمه در نه ماهه اول سال 1401,گزارش آماری صنعت بیمه در نه ماهه اول سال 1401
8f0cd542aa0a88eb7ac4f34b9ef76b42,این گزارش   آماری صنعت بیمه نشان  دهنده افزایش تمایل مردم به خرید بیمه است.   علاوه  بر بالا رفتن سطح اطلاعات جامعه، افزایش قیمت خودرو و هزینه  های درمان در این امر موثر بوده است. در صورتی که   قصد خرید بیمه شخص ثالث، بیمه بدنه و بیمه تکمیلی را   دارید می  توانید با مراجعه به سایت بیمه بازار برای خرید آنلاین بیمه اقدام کنید. کارشناسان بیمه بازار در کلیه مراحل خرید تا صدور بیمه در کنار شما خواهند بود.,افزایش فروش بیمه,گزارش آماری صنعت بیمه در نه ماهه اول سال 1401
8247d1abe3d0947e5b2d6db279a1462e,همان  طور که گفتیم یکی از مهم  ترین نگرانی  های خریداران تلفن  های همراه، هزینه سنگین تعویض قطعات غیر گارانتی است،  بیمه موبایل  که مکمل گارانتی است، طرح  های مختلفی نیز دارد و هزینه انجام تعمیرات و حتی جایگزین کردن تلفن  همراه شما در زمانی کوتاه و البته کیفیتی مناسب به عهده دارد.,بیمه موبایل چیست؟,بیمه موبایل و پوشش‌های آن
eff47e450540c14c7db16548f9b01d64,بیمه سرقت موبایل و تبلت  نفوذ مایعات و آب  خوردگی  ضربه فیزیکی و شکستن (سقوط از ارتفاع)  آتش  سوزی  سیل، زلزله  نوسانات ولتاژ برق - برای مثال خسارت  های فیزیکی واردشده به گوشی همراهتان که ناشی از سقوط از بلندی، آب  خوردگی، نوسانات ولتاژ برق، سرقت، آتش  سوزی، سیل و زلزله و طوفان…. تحت پوشش بیمه قرار می  گیرد. - مطلب مرتبط  بیمه حوادث شخصی انفرادی چیست؟,پوشش‌های بیمه گوشی و تبلت,بیمه موبایل و پوشش‌های آن
ee2ad2073a0b64505c2fe8c616109271,خطراتی که بیمه و گارانتی تحت  پوشش قرار می  دهند؛ متفاوت است و هرکدام مزیت  های خاص خود رادارند. گارانتی خطراتی مانند تعویض قطعات، عدم کارایی گوشی… را شامل می  شود؛ درحالی  که بیمه خطراتی نظیر شکستگی، خرابی ناشی از استفاده نادرست کاربر از گوشی، آتش  سوزی، حوادث طبیعی و… را تحت پوشش قرار می  دهد. می  توان گفت هر دو مکمل یک  دیگر هستند.,فرق بیمه موبایل و گارانتی,بیمه موبایل و پوشش‌های آن
ca560a92d293eb34ae3b8ce8eefb2f3e,بیمه پارسیان، پوشش بیمه موبایل را در ۳ قالب برنز، نقره  ای و طلایی ارائه می  کند. البته مزایا و قیمت  های متفاوتی دارند که در جدول زیر آمده است؟ - بیمه موبایل پارسیان          امکانات و پوشش  ها    برنز  نقره ای    طلایی        ضربه و شکستگی  دارد  دارد  دارد      نفوذ مایعات و آب   u200eخوردگی  دارد  دارد  دارد      آتش  سوزی  دارد  دارد  دارد      سرقت با شکست حرز  ندارد  ندارد  دارد      تحویل دستگاه در محل  ندارد  دارد  دارد      نوسانات برق  دارد  دارد  دارد      سیل و زلزله و طوفان  دارد  دارد  دارد      مدت انجام تعمیرات و پرداخت خسارت  ۱۰ روز  ۷۲ ساعت  ۱ روز,پوشش‌های بیمه پارسیان,بیمه موبایل و پوشش‌های آن
8d8112995a8177db65ba3a5dbd3b452c,خسارت  های عمدی – قاب دستگاه – وجود یک تا چهار عدد پیکسل سوخته – لوازم جانبی (باطری، شارژر، هندزفری) – مشکلات ناشی از عدم رجیستر (ثبت سریال گوشی) در شبکه  ی داخلی تحت  پوشش بیمه قرار نمی  گیرند.,استثنائات بیمه موبایل پارسیان,بیمه موبایل و پوشش‌های آن
f05b71b03d70268bc518393d5e74695c,بیمه موبایل سامان نیز خطراتی هم  چون شکستگی و سقوط موبایل، ضربه، نوسانات برق و سیل و نفوذ مایعات را تحت پوشش قرار می  دهد. بهتر است بدانید لوازم جانبی هم  چون باطری، انواع سیم، قاب  های پشت  رو، اشکالات نرم  افزاری که ناشی از نصب است، جز پوشش  های بیمه  ای نیست. - پرداخت خسارت بیمه سامان به این صورت که ده درصد ارزش گوشی به  عنوان فرانشیز کم می  شود. فرانشیز و دو نیم درصد ارزش گوشی به ازای هرماه از تاریخ صدور کارت، به  عنوان استهلاک کم می  شود. - با توجه به این  که همه ما از وسایل الکترونیکی چون موبایل و تبلت استفاده می  کنیم، در صورت شکستگی و آب  خوردگی و سرقت، باید شخصاً هزینه را از جیب پرداخت کنیم و این  که که قطعات اصل و اورجینال هم آن  قدر گران است که احتمالاً باید به خرید قطعات فیک بسنده کنیم که چندان دوامی ندارند. بنابراین با توجه به اینکه حق  بیمه موبایل ۶ یا ۷ درصد قیمت موبایل است، توصیه می  شود از این بیمه  نامه استفاده کنید.,بیمه موبایل سامان حامی,بیمه موبایل و پوشش‌های آن
7cb4a86608ca69e4ae08a3f6de0d2c6c,نحوه محاسبه بیمه موبایل به این صورت است که ارزش کالای بیمه شده در نرخ بیمه ضرب می   u200eشود و این عدد در هزار تقسیم می  شود و در نهایت عدد به دست آمده با مالیات ارزش افزوده جمع می  شود. به طور معمول اغلب گوشی  های صفر تحت پوشش بیمه قرار می  گیرند. لازم به ذکر است که پوشش  های بیمه شامل بیمه سرقت گوشی نیز می  شود و اگر گوشی فردی دزدیده شود، می  تواند با مراجعه به شعب تامین اجتماعی خسارت خود را دریافت نماید.,نحوه محاسبه بیمه موبایل,بیمه موبایل و پوشش‌های آن
878acf09b42b327eb15db1079f133c92,در این مقاله به معرفی بیمه موبایل، شرح و بررسی پوشش  ها و نحوه محاسبه آن پرداختیم. چنانچه تجربه  ای در زمینه این نوع بیمه دارید می  توانید در بخش نظرات با ما درمیان بگذارید.,جمع‌بندی,بیمه موبایل و پوشش‌های آن
acd65802c5f8ef0560abdb235d192b7f,یکی از مهم  ترین مواردی که قبل از ثبت گواهی نامه در بیمه شخص ثالث ایجاد می  شود این است که آیا انجام این کار اجباری است؟ پاسخ کوتاه این است که بله. بر اساس قانون جدید بیمه مرکزی ایران، شرکت  های بیمه  گر باید اطلاعات گواهینامه  ی شخص را در سامانه سنهاب و بیمه نامه شخص ثالث ثبت کنند. انجام این کار از ایجاد مشکلات احتمالی برای بیمه  گذار در آینده، جلوگیری می  کند. - حتما می  دانید که مجازات رانندگی بدون گواهینامه بسیار سنگین است؛ پس این قانون، با ثبت گواهینامه در بیمه شخص ثالث تا حد زیادی از این مشکلات جلوگیری می  کند. - ضرورت ثبت گواهینامه در بیمه شخص ثالث - با ثبت گواهی نامه در بیمه نامه شخص ثالث، اطلاعات شما در بیمه  نامه شخصی  سازی می  شود و در این صورت بیمه  نامه کاملا راننده  محور است و فقط توسط بیمه  گر صادر خواهد شد. در ادامه باید این نکته را هم اضافه کنیم که این قانون باعث می  شود که تخفیف  های بیمه روی گواهینامه هر راننده ثبت شود تا راننده  های پرخطر و کم  خطر از هم جدا شوند.  دومین دلیل برای مواقعی است که حادثه یا تصادفات رانندگی رخ می  دهد. در این گونه موارد فقط راننده، مقصر شناخته می  شود و پرداخت خسارت  های ناشی از تصادف و حادثه به مسئولیت راننده خواهد بود.  اگر گواهینامه ندارید و یا برای تمدید گواهینامه اقدام نکرده  اید، شرکت  های بیمه  گر هیچ تعهد و مسئولیتی در قبال خسارت  های ناشی از تصادف و حوادث نخواهند داشت در نتیجه شرکت بیمه  گر، هیچ پرداختی به بیمه  گذار نخواهد داشت. در نتیجه حتما باید داشتن گواهینامه و یا تمدید به  موقع آن را در اولویت کار خود قرار دهید.,قانون جدید ثبت اطلاعات گواهینامه در بیمه شخص ثالث,ثبت گواهینامه در بیمه شخص ثالث
d6de94c6ffedee57ab03f564d4814c42,یکی از موارد مهمی که حتما باید به آن اشراف داشته باشید این است که اگر شما در یک تصادف یا حادثه مقصر شناخته شوید و گواهینامه رانندگی نداشته باشید، شرکت بیمه  گر هیچ تعهدی نسبت به پرداخت خسارت ندارد و شما حتما باید دریافت و تمدید گواهینامه رانندگی خود را در اولویت قرار دهید تا با ثبت گواهینامه در بیمه نامه شخص ثالث از این  گونه موارد جلوگیری کنید.,عدم ثبت گواهینامه و پرداخت خسارت,ثبت گواهینامه در بیمه شخص ثالث
