,id,parent,topic,page_content_en,page_content_fa
945,e5e527faa0ead1a75b99cc9b9e2dc258,بیمه بدنه خودرو آسیا,خرید اینترنتی بیمه بدنه آسیا با بهترین قیمت,"Asia Insurance offers a wide range of insurance coverages for cars in Iran. Primary coverage covers damage to the car due to an accident and collision with a movable or fixed object, damage to the car due to lightning, fire and explosion, and car theft. Additional coverages include damage caused by chemicals such as paint and acid, damage caused by natural disasters such as floods, earthquakes, storms, and heavy rain, damage caused by theft of all parts of the car, and payment of the cost of transportation of the car during repair. Additional coverages can be purchased from Asia Insurance.",پوشش های اصلی بیمه بدنه آسیا را بررسی کنید. پوشش های اضافی بیمه بدنه آسیا را بررسی کنید.
946,9f009c0c15adf1fa364e50eeda63ab6a,بیمه بدنه خودرو آسیا,خرید اینترنتی بیمه بدنه آسیا با بهترین قیمت,Asia Insurance is one of the oldest insurance companies in the country. It has earned a lot of trust from many people. Some of the benefits of Asia Insurance's car insurance include:--It is the largest insurance company in the private sector. It has a large number of claims centers. It works with large companies. Its insurance prices are relatively low.,یکی از شرکت های بیمه ای که در کشور مورد اعتماد بسیاری از مردم است، بیمه آسیا است. این شرکت بیمه ای مزایای زیادی دارد که از جمله آنها می توان به موارد زیر اشاره کرد:
947,2ee3795225d03ed9ad7976f00d6284ff,دریافت خسارت بیمه بدنه آسیا,خرید اینترنتی بیمه بدنه آسیا با بهترین قیمت,"When you are injured, you can file a claim with Asia Insurance and get your compensation. You will need to bring these documents with you to get your compensation.",برای دریافت خسارت باید این مدارک را به همراه داشته باشید
948,eb66db240c65aa65cf080f5aa5716a65,محاسبه بیمه بدنه آسیا و خرید,خرید اینترنتی بیمه بدنه آسیا با بهترین قیمت,"Various factors are involved in calculating the cost of a car insurance policy in Asia. To calculate the cost of this insurance, you can fill out the insurance policy form and get the insurance policy quote as soon as possible. Some of the factors that are involved in calculating the insurance policy quote include:--نوع خودرو xa0قیمت روز خودرو xa0 xa0سال تولید خودرو تعداد سیلندر xa0 تعداد پوشش های اضافی تخفیف های موجود بیمه آسیا این تخفیف ها شامل تخفیف ماشین صفر کیلومتر و همچنین تخفیف عدم خسارت بیمه بدنه می شود.",محاسبه هزینه بیمه بدنه آسیا. خرید بیمه بدنه آسیا.
949,b32e834456df5aec188a6d1c71c1dc99,سوالات متداول,خرید اینترنتی بیمه بدنه آسیا با بهترین قیمت,سوال های متداول,خلاصه متن: هدف از این مقاله بررسی اهمیت استفاده از زبان طبیعی در آموزش و پرورش است.
950,8e50980cfb9d893b06f11fb2c299824a,سوالات متداول,خرید اینترنتی بیمه بدنه آسیا با بهترین قیمت,سوال های متداول,خلاصه متن: هدف از این مقاله بررسی اهمیت استفاده از زبان طبیعی در آموزش و پرورش است.
951,207e3d375910087087fe976de9a710af,مراحل انجام کار و دریافت خسارت در تصادفات رانندگی، که مقصر حادثه متواری شده است:,دریافت خسارت در تصادفی که مقصر متواری شده,"If the driver of the faulty vehicle flees the scene of the accident, the owner of the vehicle is responsible for the damages. In these cases, the injured person can sue the owner of the vehicle and the negligent driver in court.",اگر راننده مقصر از صحنه تصادف فرار کرده و خودرو شناسایی شده باشد، مسئولیت پاسخ گویی به زیان دیدگان بر عهده دارنده وسیله نقلیه است. بنابراین، شخص زیان دیده می تواند علیه مالک وسیله نقلیه و راننده مقصر در محاکم قضایی شکایت کند.
952,3825a5f84af604b99b5041a8a95c2a2e,مراحل انجام کار و دریافت خسارت در تصادفات رانندگی، که مقصر حادثه متواری شده است:,دریافت خسارت در تصادفی که مقصر متواری شده,"Procedures for settlement and claim in road accidents, where the responsible party has gone missing",خلاصه متن: هدف از این مقاله بررسی اهمیت استفاده از زبان طبیعی در آموزش و پرورش است.
953,6a35efef35c62b863630cb7d1872d6c7,افت قیمت خودرو چیست؟,نحوه دریافت خسارت افت قیمت خودرو از بیمه,"Occasionally minor and serious damages in road accidents lead to a significant drop in the value of the car. This means that if the car is new or expensive, the owner of the car will face a significant loss when selling the car. Under Articles 1 and 2 of the Civil Liability Act, the driver who caused the accident is liable for the loss of value of the car.",اگر خودروی شما در تصادف آسیب دیده باشد، راننده مسبب حادثه مسئول پرداخت خسارت افت قیمت خودرو خواهد بود.
954,5111438edee2718f9dae390af32fb952,دلایل افت قیمت ماشین,نحوه دریافت خسارت افت قیمت خودرو از بیمه,The reasons for the fall in the price of cars are:--over 10 years old from the year of manufacture of the car severe damage to important parts of the car in an accident high mileage of the car paint damage of the car,دلایل افت قیمت خودرو عبارتند از گذشتن سال های زایاد از سال ساخت ماشین آسب دیدگی شدید قطعات مهم خودرو در تصادف بالا بودن کارکرد خودرو رنگ شدگی ماشین
955,70d18954119f4e0da6edd3afa1306023,نحوه محاسبه افت قیمت خودرو در تصادف,نحوه دریافت خسارت افت قیمت خودرو از بیمه,"The calculation of the automobile's depreciation is dependent on many factors such as the damage history, the price and the damaged part of the vehicle. The determination of the damage depreciation must be done after a vehicle inspection. Therefore, there is no fixed formula for estimating the cost.",برای محاسبه افت قیمت خودرو باید کارشناسی خودرو انجام شود.
956,77c477607e8ab085f5ae22f19f55fb4c,افت قیمت به چه ماشین‌هایی تعلق می‌گیرد؟,نحوه دریافت خسارت افت قیمت خودرو از بیمه,"In the past, the discount on a car was only applicable to cars that were less than 5 or 6 years old. However, with the sharp increase in the prices of cars, this rule has been abolished and the determination of whether a car is eligible for discount is done by a certified insurance expert.",اگر قصد خرید خودروی نو دارید، بهتر است از کارشناس بیمه کمک بگیرید تا خسارت کاهش قیمت را بررسی کند.
957,6838a37ede5330a627214e21fba0aef5,چگونه خسارت ناشی از افت قیمت خودرو را دریافت کنیم؟,نحوه دریافت خسارت افت قیمت خودرو از بیمه,"If you are injured in a car accident, you can receive compensation in two ways: 1. the parties involved will pay the damages. 2. if the parties cannot agree, the person who is injured must go to the dispute resolution council. After a review, if the damage is under 20 million, the case will be handled by the council, but if it is over 20 million, the case will be referred to the court.",خسارت کاهش قیمت خودرو به دو صورت دریافت می شود
958,6312ea31e4407b35492b5f6d1109092f,چگونه خسارت ناشی از افت قیمت خودرو را دریافت کنیم؟,نحوه دریافت خسارت افت قیمت خودرو از بیمه,The damages are paid by the parties involved and the damages are paid by the responsible person.,پرداخت خسارت کاهش قیمت خودرو با توافق طرفین صورت می گیرد.
959,fb08f1db0c14368c34dd01e59d6959b9,چگونه خسارت ناشی از افت قیمت خودرو را دریافت کنیم؟,نحوه دریافت خسارت افت قیمت خودرو از بیمه,"If the parties cannot agree, the person who is injured must go to the dispute resolution council. After a review, if the damage is under 20 million, the case will be handled by the council, but if it is over 20 million, the case will be referred to the court.",اگر فروشنده خودروی شما را با قیمت پایین تر از قیمت بازار فروخته است، باید خسارت را به صورت نقدی دریافت کنید.
960,f935b31c4f23a18e9141ad3155e44d61,جدول افت قیمت خودرو در تصادف,نحوه دریافت خسارت افت قیمت خودرو از بیمه,"Type of damage Percent discount of the price Paint damage of the grille 4 to 5 % damage of the hood and trunk 5 to 7 % damage of the trunk, chassis and roof 10 % replacement of the trunk door 5 to 6 % replacement of the engine door 6 to 8 % replacement of the grille 4 % damage of the doors 4 to 5 %",نوع آسیب درصد افت قیمت
961,91ad0873db68b1cce9b53e2f313bb90b,مهلت شکایت برای دریافت خسارت افت قیمت خودرو,نحوه دریافت خسارت افت قیمت خودرو از بیمه,"When you file a complaint about a car's price drop, you must prove the damage to the car.",اگر خودروی شما در اثر تصادف یا حوادث دیگری آسیب دیده است، باید در بازه زمانی مشخصی از زمان نسبت به خسارت های وارده به خودرو شکایت نمایید.
962,59530cfa2f61ac065a63199cbed8ad29,مدارک لازم برای شکایت افت قیمت ماشین,نحوه دریافت خسارت افت قیمت خودرو از بیمه,Please bring the following documents with you to file a claim and receive the cost of the vehicle's damage.,برای طرح شکایت و دریافت هزینه افت خودرو باید مدارک زیر را به همراه داشته باشید.
963,0db9ff37c9abeb6b2b11b39645cc475c,نحوه جلوگیری از افت قیمت خودرو,نحوه دریافت خسارت افت قیمت خودرو از بیمه,"When the year of the car goes up, it can be a very expensive investment. To keep the car in good condition, you can do the following:--Replace your car's water and oil at the right time. Change your car's filters at the right time. Follow traffic rules to prevent accidents.",برای حفظ سلامت ماشین باید به موقع به آن رسیدگی کرد.
964,b4c9dd3071bb3e21b7065c448b33d237,پرداخت خسارت افت قیمت با بیمه بدنه,نحوه دریافت خسارت افت قیمت خودرو از بیمه,Purchase a price drop coverage.,پوشش افت قیمت را خریداری کنید.
965,9aeba5d42e200e95083e8ace6928bfbf,آیا بیمه شخص ثالث خسارت کاهش قیمت خودرو را پرداخت می‌کند؟,نحوه دریافت خسارت افت قیمت خودرو از بیمه,"Third party insurance is required for all cars. It is a crime to have it. If your car is damaged during a traffic accident, you can claim the damages from this insurance.",بیمه شخص ثالث برای تمام خودرو ها الزامی است و نداشتن آن جرم است. در صورتی که در سوانح رانندگی خودرو دچارخسارت شود امکان مطالبه خسارت افت قیمت خودرو از این بیمه وجود دارد.
966,8e50980cfb9d893b06f11fb2c299824a,سوالات متداول,نحوه دریافت خسارت افت قیمت خودرو از بیمه,Third party insurance covers the loss of value of the car.,برای دریافت پوشش دریافت خسارت نیاز به دریافت چه بیمه نامه ای است؟
967,746e3174be8b4ff92a008129536566f5,معرفی بیمه کارآفرین,بیمه عمر کارآفرین,"کارافرین بیمه یک شرکت بیمه خصوصی است که توسط گروهی از کارآفرینان صاحب نام در عرصه بیمه و بانک در سال 1381 با گرفتن مجوز از بیمه مرکزی، شروع به کار کرد. موضوع فعالیت این شرکت انجام عملیات بیمه ای مستقیم در انواع بیمه های زندگي و غیرزندگی است. قبول ريسك به صورت اتكائي از شرکت های بيمه داخلي نیز فعالیت های دیگر بیمه کارآفرین است. در حال حاضر بیش از 1800 نماینده حقیقی و حقوقی در کشور دارد.--Sure you know that the ability level is very important in choosing an insurance company, especially in life insurance. This technical index tells us whether the insurance company is able to fulfill its obligations. If the ability level is above 100 or level 1, it means the insurance company is in good condition. Entrepreneur Insurance has had some ups and downs in recent years; although it has had better situations in 1991 and 1992 and a slight drop in the following years, its ability level has always been above 100.--The company has been operating in the life insurance and investment business since 1983. Its share of the life insurance market is 13.1%.--satisfaction has different levels, and it is measured by using several indicators such as providing adequate information to customers, speed and simplicity in settlement of claims, handling complaints, quality of customer communication, knowledge of employees, etc. Based on these criteria, the satisfaction rating of the company of Entrepreneur insurance is 5 which means it is one of the top 5 companies in this field, which indicates good performance of the company in life insurance.--Another index you need to look at when buying insurance is the number of complaints against the company. This index shows how many customers have complained about the company. The company Entrepreneur Insurance has a 46 complaints against it.--In life insurance, there are two types of earnings: 1- guaranteed earnings 2- participation earnings.--Both guaranteed and compounded rates are fixed by the Central Insurance Commission. The guaranteed rate is 16% for the first two years, 13% for the second two years, and 10% for the fourth year. The compounded rate is higher than the guaranteed rate and changes yearly. The compounded rate of Entrepreneur Life Insurance in 1995 was 22%. However, you should know that the compounded rate is not a good criterion for decision making because it changes yearly. You should at least consider the compounded rate of the company you are considering for several years and see if it has a trend of growth or at least not declining. Entrepreneur Life Insurance has been able to pay a average of 23% to its customers in the past three years. To see the compounded rate of different life insurance companies, visit the website of the Insurance Market.--حتما بخوانید--Compare the life insurance of Passport and Saman!--Choose the right insurance coverage is very important, so it is best to choose it carefully. We will review the different coverages of our life insurance to make sure you have a clear view. To compare and quote life insurance from different companies, visit the insurance market website.--The IRA is a savings account that is similar to a bank account. The insured can withdraw up to 90 percent of the balance as a loan from the account from the second year (after paying the second premium). The loan term is up to 2 years and the payment terms are determined by the insured.--When you have this coverage, the company will pay for treatment up to 50 million IR-Toman for diseases such as heart and brain stroke, organ donation (heart, liver, kidney, lungs and brain and skeletal transplantation), cancer and open heart surgery. This coverage is for people aged 20 to 59 years. If the insurance company pays for any of the diseases listed in this coverage, this coverage will be removed from the date of claim.--waiting period--The waiting period for each of the diseases covered by this coverage is three months after the date of coverage. If the cause of the covered disease or the insured's illness occurs during the waiting period, this coverage is invalid and the insurer is not liable for any damages incurred.--Documents required for Special Diseases Damage--Original insurance papers - old insurance papers - original medical records - copies of each page of the proposal form - all pages of the hospital records--Here we need to know what a catastrophe means, a sudden event that is caused by an external event that is outside the will of the insured and causes his death.--Accidental death insurance cover covers a wide range of risks, including:--Accidents, poisoning, effects of gas, steam and poisonous substances such as sulfuric acid, harry and black wound Flooding, earthquakes and volcanoes Rescue of persons and property Protection of insured projects--If the insured dies due to any of the above situations, the insurer is obliged to pay the amount of the insurance. This coverage is applicable to people aged 15 to 70 years. If the insured dies due to an accident, the amount of the insurance will be increased up to four times. That is, if you have a standard death insurance amount of 50 million rupees, this amount will be increased up to four times, which is 200 million rupees.--Complete disability of the insured in carrying out any job and any activity which is appropriate to the experience, education and training of the insured, which is caused by a disease or accident, and which is approved by the legal and insurance medical experts. A partial disability is not covered under this coverage. This coverage only applies to people aged 18 to 60 years. This coverage does not apply to students, teachers, and housewives.--In case of full disability of the insured, provided that it lasts for at least 6 months and before the age of 60, the insurer is obliged to pay the premiums for the remainder of the period specified in the contract.--Life and Investment Insurance This plan offers all the benefits of individual life and investment insurance without any additional premiums.--The main benefits of this plan are: In case of death or permanent disability of the first insured, the second insured will be exempt from paying the premium until the end of the contract.--Other features of the Entrepreneur Life Insurance??--Features of the Life Insurance of Entrepreneurs waiting period for special diseases after signing the contract 3 months withdrawal of the savings after 2 years up to 90% of the repurchase value Payment of interest monthly age of insurance up to 69 years annual increase coefficient of premium 0% 5% 10% 15% 20% annual increase coefficient of death capital 0% 5% 10% 15% minimum and maximum annual premium 200 thousand to 16 million dollars no ability to receive a pension no medical examination special feature of life insurance and mutual investment--In the end, we should mention that the best life insurance for each person is different, so do not buy any insurance without comparing different insurance companies and getting help from experts. To compare different insurance companies, visit the xa0website of xa0Insurance Market. You can also call the 88510975 – 021 for free advice on life insurance.--نمونه ای از استعلام بیمه عمر کارآفرین، برای یک فرد 30 ساله برای مدت قرارداد 10 سال: نمونه ای از استعلام بیمه عمر کارآفرین، برای یک فرد 30 ساله برای مدت قرارداد 10 سال: نمونه ای از استعلام بیمه عمر کارآفرین، برای یک فرد 30 ساله برای مدت قرارداد 10 سال: نمونه ای از استعلام بیمه عمر کارآفرین، برای یک فرد 30 ساله برای مدت قرارداد 10 سال: نمونه ای از استعلام بیمه عمر کارآفرین، برای یک فرد 30 ساله برای مدت قرارداد 10 سال: نمونه ای از استعلام بیمه عمر کارآفرین، برای یک فرد 30 ساله برای مدت قرارداد 10 سال: نمونه ای از استعلام بیمه عمر کارآفرین، برای یک فرد 30 ساله برای مدت قرارداد 10 سال: نمونه ای از استعلام بیمه عمر کارآفرین، برای یک فرد 30 ساله برای مدت قرارداد 10 سال: نمونه ای از استعلام بیمه عمر کارآفرین، برای یک فرد 30 ساله برای مدت قرارداد 10 سال: نمونه ای از استعلام بیمه عمر کارآفرین، برای یک فرد 30 ساله برای مدت قرارداد 10 سال: نمونه ای از استعلام بیمه عمر کارآفرین، برای یک فرد 30 ساله برای مدت قرارداد 10 سال: نمونه ای از استعلام بیمه عمر کارآفرین، برای یک فرد 30 ساله برای مدت قرارداد 10 سال: نمونه ای از استعلام بیمه عمر کارآفرین، برای یک فرد 30 ساله برای مدت قرارداد 10 سال: نمونه ای از استعلام بیمه عمر کارآفرین، برای یک فرد 30 ساله برای مدت قرارداد 10 سال: نمونه ای از استعلام بیمه عمر کارآفرین، برای یک فرد 30 ساله برای مدت قرارداد 10 سال: نمونه ای از استعلام بیمه عمر کارآفرین، برای یک فرد 30 ساله برای مدت قرارداد 10 سال: نمونه ای از استعلام بیمه عمر کارآفرین، برای یک فرد 30 ساله برای مدت قرارداد 10 سال: نمونه ای از استعلام بیمه عمر کارآفرین، برای یک فرد 30 ساله برای مدت قرارداد 10 سال: نمونه ای از استعلام بیمه عمر کارآفرین، برای یک فرد 30 ساله برای مدت قرارداد 10 سال: نمونه ای از استعلام بیمه عمر کارآفرین، برای یک فرد 30 ساله برای مدت قرارداد 10 سال: نمونه ای از استعلام بیمه عمر کارآفرین، برای یک فرد 30 ساله برای مدت قرارداد 10 سال: نمونه ای از استعلام بیمه عمر کارآفرین، برای یک فرد 30 ساله برای مدت قرارداد 10 سال: نمونه ای از استعلام بیمه عمر کارآفرین، برای یک فرد 30 ساله برای مدت قرارداد 10 سال: نمونه ای از استعلام بیمه عمر کارآفرین، برای یک فرد 30 ساله برای مدت قرارداد 10 سال: نمونه ای از استعلام بیمه عمر کارآفرین، برای یک فرد 30 ساله برای مدت قرارداد 10 سال: نمونه ای از استعلام بیمه عمر کارآفرین، برای یک فرد 30 ساله برای مدت قرارداد 10 سال: نمونه ای از استعلام بیمه عمر کارآفرین، برای یک فرد 30 ساله برای مدت قرارداد 10 سال: نمونه ای از استعلام بیمه عمر کارآفرین، برای یک فرد 30 ساله برای مدت قرارداد 10 سال: نمونه ای از استعلام بیمه عمر کارآفرین، برای یک فرد 30 ساله برای مدت قرارداد 10 سال: نمونه ای از استعلام بیمه عمر کارآفرین، برای یک فرد 30 ساله برای مدت قرارداد 10 سال: نمونه ای از استعلام بیمه عمر کارآفرین، برای یک فرد 30 ساله برای مدت قرارداد 10 سال: نمونه ای از استعلام بیمه عمر کارآفرین، برای یک فرد 30 ساله برای مدت قرارداد 10 سال: نمونه ای از استعلام بیمه عمر کارآفرین، برای یک فرد 30 ساله برای مدت قرارداد 10 سال: نمونه ای از استعلام بیمه عمر کارآفرین، برای یک فرد 30 ساله برای مدت قرارداد 10 سال: نمونه ای از استعلام بیمه عمر کارآفرین، برای یک فرد 30 ساله برای مدت قرارداد 10 سال: نمونه ای از استعلام بیمه عمر--If you want to check the insurance table with your own conditions, visit the xa0Market Insurance xa0website and download the file as a PDF.",
968,3ac80868583798220db76cf40b121ef8,معرفی بیمه کارآفرین,بیمه عمر کارآفرین,Entrepreneur Insurance has a good ability level.,شرکت بیمه کارآفرین در سال های اخیر فراز و نشیب هایی داشته؛ درست است که در سال های 91 و 92 وضعیت بهتری داشته و بعد از آن افت داشته، اما توانگری این شرکت همیشه بالای 100 بوده است.
969,80899aa1bf76d3823eabf64d02af3a5d,معرفی بیمه کارآفرین,بیمه عمر کارآفرین,The company has been operating in the life insurance and investment business since 1983. Its share of the life insurance market is 13.1%.,شرکت بیمه کارآفرین یکی از بزرگترین شرکت های بیمه در ایران است. این شرکت در سال ۱۳۸۳ با سرمایه گذاری بیش از ۵۰ هزار میلیارد ریال یکی از بزرگترین شرکت های بیمه در ایران شد.
970,d72dc4ec7be803c15ec1d3a57ced5a9f,معرفی بیمه کارآفرین,بیمه عمر کارآفرین,Entrepreneur insurance has a satisfaction rating of 5 and a number of complaints against it.,شرکت بیمه کارآفرین با رتبه رضایت مندی 5 در جایگاه مناسبی قرار دارد. این شرکت در زمینهٔ بیمه های عمر رتبه خوبی دارد.
971,f2064797f7c7e7c7972278918f354221,معرفی بیمه کارآفرین,بیمه عمر کارآفرین,"Both guaranteed and compounded rates are fixed by the Central Insurance Commission. The guaranteed rate is 16% for the first two years, 13% for the second two years, and 10% for the fourth year. The compounded rate is higher than the guaranteed rate and changes yearly. The compounded rate of Entrepreneur Life Insurance in 1995 was 22%. However, you should know that the compounded rate is not a good criterion for decision making because it changes yearly. You should at least consider the compounded rate of the company you are considering for several years and see if it has a trend of growth or at least not declining. Entrepreneur Life Insurance has been able to pay a average of 23% to its customers in the past three years. To see the compounded rate of different life insurance companies, visit the website of the Insurance Market.",نرخ سود مشارکتی بیمه عمر کارآفرین در سال 95 22% اعلام شده است.
972,ef58757aff4e46b42cc3ef50a6e8e9e9,معرفی بیمه کارآفرین,بیمه عمر کارآفرین,"Choose the right insurance coverage is very important. We will review the different coverages of our life insurance to make sure you have a clear view. To compare and quote life insurance from different companies, visit the insurance market website.",برای بررسی پوشش های مختلف بیمه عمر ما می توانید به سایت بیمه بازار مراجعه کنید.
973,3585a2972f7ef33a3287d75567ba1bc3,معرفی بیمه کارآفرین,بیمه عمر کارآفرین,The IRA is a savings account that is similar to a bank account. The insured can withdraw up to 90 percent of the balance as a loan from the account from the second year (after paying the second premium). The loan term is up to 2 years and the payment terms are determined by the insured.,یکی از مزایای اصلی بیمه عمر، استفاده از حساب اندوخته است. بیمه شده می تواند از سال دوم به بعد (پس از پرداخت دومین حق بیمه) هرزمان که بخواهد؛ تا 90 درصد موجودی را به صورت وام دریافت کند. مدت بازپرداخت وام حداکثر 2سال و نحوه پرداخت اقساط را خود بیمه شده، تعیین می کند.
974,3e2644aaa57dee2c2fad7d0412cdc60c,معرفی بیمه کارآفرین,بیمه عمر کارآفرین,"When you have this coverage, the company will pay for treatment up to 50 million IR-Toman for diseases such as heart and brain stroke, organ donation (heart, liver, kidney, lungs and brain and skeletal transplantation), cancer and open heart surgery. This coverage is for people aged 20 to 59 years. If the insurance company pays for any of the diseases listed in this coverage, this coverage will be removed from the date of claim. The waiting period for each of the diseases covered by this coverage is three months after the date of coverage. If the cause of the covered disease or the insured's illness occurs during the waiting period, this coverage is invalid and the insurer is not liable for any damages incurred. Documents required for Special Diseases Damage: - Original insurance papers - old insurance papers - original medical records - copies of each page of the proposal form - all pages of the hospital records",بیمه تکمیلی امراض خاص یکی از انواع بیمه های تکمیلی است که برای افرادی که بیمه عمر دارند، مناسب است. این پوشش بیمه ای هزینه های درمان را تا سقف 50 میلیون تومان پرداخت می کند.
975,93df1739a0cb7915bdc2a77b371d459f,معرفی بیمه کارآفرین,بیمه عمر کارآفرین,"Accidental death insurance covers a wide range of risks, including:--Accidents, poisoning, effects of gas, steam and poisonous substances such as sulfuric acid, harry and black wound Flooding, earthquakes and volcanoes Rescue of persons and property Protection of insured projects If the insured dies due to any of the above situations, the insurer is obliged to pay the amount of the insurance. This coverage is applicable to people aged 15 to 70 years. If the insured dies due to an accident, the amount of the insurance will be increased up to four times.",بیمه فوت براثر حادثه بیمه عمر کارآفرین یکی از انواع بیمه های عمر است که برای افرادی که قصد دارند زندگی خود را بیمه کنند، مناسب است. این بیمه برای افرادی که قصد دارند زندگی خود را بیمه کنند، مناسب است.
976,192a496e242759eecd188991b27af140,معرفی بیمه کارآفرین,بیمه عمر کارآفرین,"- Complete disability of the insured in carrying out any job and any activity which is appropriate to the experience, education and training of the insured, which is caused by a disease or accident, and which is approved by the legal and insurance medical experts. - A partial disability is not covered under this coverage. - This coverage only applies to people aged 18 to 60 years. - This coverage does not apply to students, teachers, and housewives.",اگر بیمه شده در اثر بیماری یا حادثه ناتوانی کامل در اشتغال به هر شغل و انجام هر نوع فعالیت متناسب با تجربه و تحصیلات و آموزش فرد داشته باشد، بیمه گر مبلغی را به عنوان خسارت پرداخت می کند.
977,ba733f07e6dd6f374dd36b4bb5a39822,معرفی بیمه کارآفرین,بیمه عمر کارآفرین,"In case of full disability of the insured, provided that it lasts for at least 6 months and before the age of 60, the insurer is obliged to pay the premiums for the remainder of the period specified in the contract.",اگر بیمه شده در اثر بیماری یا حوادثی که برای او اتفاق افتاده است، از کار افتاده باشد، شرکت بیمه کارآفرین حق بیمه را تا پایان زمانی که در قرارداد آمده پرداخت می کند.
978,ed7cb074a1c56c48b41e4c07a9c4655b,معرفی بیمه کارآفرین,بیمه عمر کارآفرین,"Life and Investment Insurance This plan offers all the benefits of individual life and investment insurance without any additional premiums. The main benefits of this plan are: In case of death or permanent disability of the first insured, the second insured will be exempt from paying the premium until the end of the contract. Other features of the Entrepreneur Life Insurance??--Features of the Life Insurance of Entrepreneurs waiting period for special diseases after signing the contract 3 months withdrawal of the savings after 2 years up to 90% of the repurchase value Payment of interest monthly age of insurance up to 69 years annual increase coefficient of premium 0% 5% 10% 15% 20% annual increase coefficient of death capital 0% 5% 10% 15% minimum and maximum annual premium 200 thousand to 16 million dollars no ability to receive a pension no medical examination special feature of life insurance and mutual investment In the end, we should mention that the best life insurance for each person is different, so do not buy any insurance without comparing different insurance companies and getting help from experts. To compare different insurance companies, visit the xa0website of xa0Insurance Market. You can also call the 88510975 – 021 for free advice on life insurance.",بیمه عمر و سرمایه گذاری مشترک یکی از بهترین طرح های بیمه عمر و سرمایه گذاری است که مزایای بسیاری برای افراد دارد.
